Timestamp,Venue,Keyword,Question,Odds,Volume_USD,Link
2026-09-16 20:03:22,Polymarket,democrat,Will Josh Shapiro win the 2028 Democratic presidential nomination?,YES: 6.3% | NO: 93.7%,9964722.876998004,https://polymarket.com/market/will-josh-shapiro-win-the-2028-democratic-presidential-nomination-977
2026-09-16 20:03:22,Polymarket,democrat,Will Wes Moore win the 2028 Democratic presidential nomination?,YES: 1.8% | NO: 98.2%,18420670.611798998,https://polymarket.com/market/will-wes-moore-win-the-2028-democratic-presidential-nomination-714
2026-09-16 20:03:22,Polymarket,democrat,Will Stephen A. Smith win the 2028 Democratic presidential nomination?,YES: 0.1% | NO: 99.9%,23012187.05368901,https://polymarket.com/market/will-stephen-a-smith-win-the-2028-democratic-presidential-nomination-914
2026-09-16 20:03:22,Polymarket,harris,Will Kamala Harris win the 2028 Democratic presidential nomination?,YES: 8.2% | NO: 91.8%,13311865.45136498,https://polymarket.com/market/will-kamala-harris-win-the-2028-democratic-presidential-nomination-641
2026-09-16 20:03:22,Polymarket,democrat,Will Gretchen Whitmer win the 2028 Democratic presidential nomination?,YES: 0.5% | NO: 99.5%,12058223.497503003,https://polymarket.com/market/will-gretchen-whitmer-win-the-2028-democratic-presidential-nomination-676
2026-09-16 20:03:22,Polymarket,democrat,Will Andy Beshear win the 2028 Democratic presidential nomination?,YES: 2.5% | NO: 97.5%,13185341.769506,https://polymarket.com/market/will-andy-beshear-win-the-2028-democratic-presidential-nomination-832
2026-09-16 20:03:22,Polymarket,democrat,Will Jon Ossoff win the 2028 Democratic presidential nomination?,YES: 16.4% | NO: 83.6%,12926296.880706,https://polymarket.com/market/will-jon-ossoff-win-the-2028-democratic-presidential-nomination-885
2026-09-16 20:03:22,Polymarket,democrat,Will Mark Cuban win the 2028 Democratic presidential nomination?,YES: 0.4% | NO: 99.6%,23058853.948198006,https://polymarket.com/market/will-mark-cuban-win-the-2028-democratic-presidential-nomination-329
2026-09-16 20:03:22,Polymarket,democrat,Will J.B. Pritzker win the 2028 Democratic presidential nomination?,YES: 1.1% | NO: 99.0%,15723182.684779009,https://polymarket.com/market/will-jb-pritzker-win-the-2028-democratic-presidential-nomination-288
2026-09-16 20:03:22,Polymarket,democrat,Will Raphael Warnock win the 2028 Democratic presidential nomination?,YES: 0.5% | NO: 99.5%,32196626.553514,https://polymarket.com/market/will-raphael-warnock-win-the-2028-democratic-presidential-nomination-914
2026-09-16 20:03:22,Polymarket,democrat,Will Cory Booker win the 2028 Democratic presidential nomination?,YES: 0.5% | NO: 99.5%,26302629.401701014,https://polymarket.com/market/will-corey-booker-win-the-2028-democratic-presidential-nomination-125
2026-09-16 20:03:22,Polymarket,democrat,Will Tim Walz win the 2028 Democratic presidential nomination?,YES: 0.1% | NO: 100.0%,43477092.97342802,https://polymarket.com/market/will-tim-walz-win-the-2028-democratic-presidential-nomination-475
2026-09-16 20:03:22,Polymarket,democrat,Will Michelle Obama win the 2028 Democratic presidential nomination?,YES: 0.2% | NO: 99.8%,26302178.649419025,https://polymarket.com/market/will-michelle-obama-win-the-2028-democratic-presidential-nomination-777
2026-09-16 20:03:22,Polymarket,democrat,Will Mark Kelly win the 2028 Democratic presidential nomination?,YES: 3.2% | NO: 96.8%,17585873.462682005,https://polymarket.com/market/will-mark-kelly-win-the-2028-democratic-presidential-nomination-479
2026-09-16 20:03:22,Polymarket,democrat,Will Rahm Emanuel win the 2028 Democratic presidential nomination?,YES: 2.4% | NO: 97.6%,14569537.490297997,https://polymarket.com/market/will-rahm-emanuel-win-the-2028-democratic-presidential-nomination-299
2026-09-16 20:03:22,Polymarket,democrat,Will Gina Raimondo win the 2028 Democratic presidential nomination?,YES: 0.1% | NO: 99.9%,35771196.71699901,https://polymarket.com/market/will-gina-raimondo-win-the-2028-democratic-presidential-nomination-676
2026-09-16 20:03:22,Polymarket,democrat,Will Zohran Mamdani win the 2028 Democratic presidential nomination?,YES: 0.1% | NO: 99.9%,38942328.66721011,https://polymarket.com/market/will-zohran-mamdani-win-the-2028-democratic-presidential-nomination-445
2026-09-16 20:03:22,Polymarket,democrat,Will Roy Cooper win the 2028 Democratic presidential nomination?,YES: 0.1% | NO: 99.9%,31516552.314226013,https://polymarket.com/market/will-roy-cooper-win-the-2028-democratic-presidential-nomination-286
2026-09-16 20:03:22,Polymarket,democrat,Will John Fetterman win the 2028 Democratic presidential nomination?,YES: 0.1% | NO: 100.0%,25650540.144834016,https://polymarket.com/market/will-john-fetterman-win-the-2028-democratic-presidential-nomination-941
2026-09-16 20:03:22,Polymarket,democrat,Will Jared Polis win the 2028 Democratic presidential nomination?,YES: 0.1% | NO: 99.9%,27365052.26075801,https://polymarket.com/market/will-jared-polis-win-the-2028-democratic-presidential-nomination-837
2026-09-16 20:03:22,Polymarket,democrat,Will Jon Stewart win the 2028 Democratic presidential nomination?,YES: 0.1% | NO: 99.9%,24756219.539529998,https://polymarket.com/market/will-jon-stewart-win-the-2028-democratic-presidential-nomination-518
2026-09-16 20:03:22,Polymarket,democrat,Will Barack Obama win the 2028 Democratic presidential nomination?,YES: 0.1% | NO: 99.9%,34063808.69486003,https://polymarket.com/market/will-barack-obama-win-the-2028-democratic-presidential-nomination-265
2026-09-16 20:03:22,Polymarket,democrat,Will Hillary Clinton win the 2028 Democratic presidential nomination?,YES: 0.1% | NO: 99.9%,43906638.01447003,https://polymarket.com/market/will-hillary-clinton-win-the-2028-democratic-presidential-nomination
2026-09-16 20:03:22,Polymarket,democrat,Will Liz Cheney win the 2028 Democratic presidential nomination?,YES: 0.1% | NO: 100.0%,38528242.34262202,https://polymarket.com/market/will-liz-cheney-win-the-2028-democratic-presidential-nomination-551
2026-09-16 20:03:22,Polymarket,democrat,Will Bernie Sanders win the 2028 Democratic presidential nomination?,YES: 0.4% | NO: 99.7%,52742965.32653706,https://polymarket.com/market/will-bernie-sanders-win-the-2028-democratic-presidential-nomination-879
2026-09-16 20:03:22,Polymarket,democrat,Will Phil Murphy win the 2028 Democratic presidential nomination?,YES: 0.1% | NO: 100.0%,42426361.394364975,https://polymarket.com/market/will-phil-murphy-win-the-2028-democratic-presidential-nomination-611
2026-09-16 20:03:22,Polymarket,democrat,Will LeBron James win the 2028 Democratic presidential nomination?,YES: 0.1% | NO: 100.0%,43981952.45742707,https://polymarket.com/market/will-lebron-james-win-the-2028-democratic-presidential-nomination
2026-09-16 20:03:22,Polymarket,biden,Will Hunter Biden win the 2028 Democratic presidential nomination?,YES: 0.5% | NO: 99.5%,44486733.02976704,https://polymarket.com/market/will-person-a-win-the-2028-democratic-presidential-nomination
2026-09-16 20:03:22,Polymarket,democrat,Will George Clooney win the 2028 Democratic presidential nomination?,YES: 0.1% | NO: 100.0%,43450074.27337502,https://polymarket.com/market/will-george-clooney-win-the-2028-democratic-presidential-nomination
2026-09-16 20:03:22,Polymarket,democrat,Will Chelsea Clinton win the 2028 Democratic presidential nomination?,YES: 0.5% | NO: 99.5%,50438400.63244501,https://polymarket.com/market/will-chelsea-clinton-win-the-2028-democratic-presidential-nomination
2026-09-16 20:03:22,Polymarket,democrat,Will MrBeast win the 2028 Democratic presidential nomination?,YES: 0.1% | NO: 100.0%,41006434.771763004,https://polymarket.com/market/will-mrbeast-win-the-2028-democratic-presidential-nomination
2026-09-16 20:03:22,Polymarket,democrat,Will Dwayne 'The Rock' Johnson win the 2028 Democratic presidential nomination?,YES: 1.1% | NO: 99.0%,12512581.599096997,https://polymarket.com/market/will-dwayne-the-rock-johnson-win-the-2028-democratic-presidential-nomination
2026-09-16 20:03:22,Polymarket,democrat,Will Oprah Winfrey win the 2028 Democratic presidential nomination?,YES: 0.1% | NO: 100.0%,54418009.39432903,https://polymarket.com/market/will-oprah-winfrey-win-the-2028-democratic-presidential-nomination
2026-09-16 20:03:22,Polymarket,democrat,Will Andrew Yang win the 2028 Democratic presidential nomination?,YES: 0.1% | NO: 99.9%,48732510.863604024,https://polymarket.com/market/will-andrew-yang-win-the-2028-democratic-presidential-nomination
2026-09-16 20:03:22,Polymarket,democrat,Will Beto O’Rourke win the 2028 Democratic presidential nomination?,YES: 0.1% | NO: 100.0%,42812605.54664803,https://polymarket.com/market/will-beto-orourke-win-the-2028-democratic-presidential-nomination
2026-09-16 20:03:22,Polymarket,democrat,Will Kim Kardashian win the 2028 Democratic presidential nomination?,YES: 0.1% | NO: 100.0%,42919391.308171004,https://polymarket.com/market/will-kim-kardashian-win-the-2028-democratic-presidential-nomination
2026-09-16 20:03:22,Polymarket,democrat,Will Ro Khanna win the 2028 Democratic presidential nomination?,YES: 1.5% | NO: 98.6%,11279441.394335005,https://polymarket.com/market/will-ro-khanna-win-the-2028-democratic-presidential-nomination
2026-09-16 20:03:54,Polymarket,newsom,Will Gavin Newsom win the 2028 Democratic presidential nomination?,YES: 16.2% | NO: 83.9%,27635640.46930998,https://polymarket.com/market/will-gavin-newsom-win-the-2028-democratic-presidential-nomination-568
2026-09-16 20:03:54,Polymarket,democrat,Will Alexandria Ocasio-Cortez win the 2028 Democratic presidential nomination?,YES: 18.2% | NO: 81.8%,15188764.115730992,https://polymarket.com/market/will-alexandria-ocasio-cortez-win-the-2028-democratic-presidential-nomination-653
2026-09-16 20:03:54,Polymarket,democrat,Will Pete Buttigieg win the 2028 Democratic presidential nomination?,YES: 5.5% | NO: 94.5%,12006909.414250024,https://polymarket.com/market/will-pete-buttigieg-win-the-2028-democratic-presidential-nomination-687
2026-09-16 20:03:54,Polymarket,democrat,Will Josh Shapiro win the 2028 Democratic presidential nomination?,YES: 6.3% | NO: 93.7%,9964722.876998004,https://polymarket.com/market/will-josh-shapiro-win-the-2028-democratic-presidential-nomination-977
2026-09-16 20:03:54,Polymarket,democrat,Will Wes Moore win the 2028 Democratic presidential nomination?,YES: 1.8% | NO: 98.2%,18420670.611798998,https://polymarket.com/market/will-wes-moore-win-the-2028-democratic-presidential-nomination-714
2026-09-16 20:03:54,Polymarket,democrat,Will Stephen A. Smith win the 2028 Democratic presidential nomination?,YES: 0.1% | NO: 99.9%,23012187.05368901,https://polymarket.com/market/will-stephen-a-smith-win-the-2028-democratic-presidential-nomination-914
2026-09-16 20:03:54,Polymarket,harris,Will Kamala Harris win the 2028 Democratic presidential nomination?,YES: 8.2% | NO: 91.8%,13311865.45136498,https://polymarket.com/market/will-kamala-harris-win-the-2028-democratic-presidential-nomination-641
2026-09-16 20:03:54,Polymarket,democrat,Will Raphael Warnock win the 2028 Democratic presidential nomination?,YES: 0.5% | NO: 99.5%,32196626.553514,https://polymarket.com/market/will-raphael-warnock-win-the-2028-democratic-presidential-nomination-914
2026-09-16 20:03:54,Polymarket,democrat,Will Roy Cooper win the 2028 Democratic presidential nomination?,YES: 0.1% | NO: 99.9%,31516552.314226013,https://polymarket.com/market/will-roy-cooper-win-the-2028-democratic-presidential-nomination-286
2026-09-16 20:03:54,Polymarket,democrat,Will LeBron James win the 2028 Democratic presidential nomination?,YES: 0.1% | NO: 100.0%,43981952.45742707,https://polymarket.com/market/will-lebron-james-win-the-2028-democratic-presidential-nomination
2026-09-16 20:03:54,Polymarket,democrat,Will Andrew Yang win the 2028 Democratic presidential nomination?,YES: 0.1% | NO: 99.9%,48732510.863604024,https://polymarket.com/market/will-andrew-yang-win-the-2028-democratic-presidential-nomination
2026-09-16 20:03:54,Polymarket,democrat,Will Hakeem Jeffries win the 2028 Democratic presidential nomination?,YES: 0.1% | NO: 100.0%,804511.452166,https://polymarket.com/market/will-hakeem-jeffries-win-the-2028-democratic-presidential-nomination
2026-09-16 21:16:51,Polymarket,newsom,Will Gavin Newsom win the 2028 Democratic presidential nomination?,YES: 16.2% | NO: 83.9%,27636046.64214998,https://polymarket.com/market/will-gavin-newsom-win-the-2028-democratic-presidential-nomination-568
2026-09-16 21:16:51,Polymarket,democrat,Will Alexandria Ocasio-Cortez win the 2028 Democratic presidential nomination?,YES: 18.2% | NO: 81.8%,15188769.580211999,https://polymarket.com/market/will-alexandria-ocasio-cortez-win-the-2028-democratic-presidential-nomination-653
2026-09-16 21:16:51,Polymarket,democrat,Will Pete Buttigieg win the 2028 Democratic presidential nomination?,YES: 5.5% | NO: 94.5%,12006909.41425001,https://polymarket.com/market/will-pete-buttigieg-win-the-2028-democratic-presidential-nomination-687
2026-09-16 21:16:51,Polymarket,democrat,Will Josh Shapiro win the 2028 Democratic presidential nomination?,YES: 6.3% | NO: 93.7%,9964722.876998,https://polymarket.com/market/will-josh-shapiro-win-the-2028-democratic-presidential-nomination-977
2026-09-16 21:16:51,Polymarket,democrat,Will Wes Moore win the 2028 Democratic presidential nomination?,YES: 1.8% | NO: 98.2%,18420670.611798998,https://polymarket.com/market/will-wes-moore-win-the-2028-democratic-presidential-nomination-714
2026-09-16 21:16:51,Polymarket,democrat,Will Stephen A. Smith win the 2028 Democratic presidential nomination?,YES: 0.1% | NO: 99.9%,23012187.053689007,https://polymarket.com/market/will-stephen-a-smith-win-the-2028-democratic-presidential-nomination-914
2026-09-16 21:16:51,Polymarket,harris,Will Kamala Harris win the 2028 Democratic presidential nomination?,YES: 8.2% | NO: 91.8%,13311865.451364977,https://polymarket.com/market/will-kamala-harris-win-the-2028-democratic-presidential-nomination-641
2026-09-16 21:16:51,Polymarket,democrat,Will Gretchen Whitmer win the 2028 Democratic presidential nomination?,YES: 0.5% | NO: 99.5%,12063105.167503009,https://polymarket.com/market/will-gretchen-whitmer-win-the-2028-democratic-presidential-nomination-676
2026-09-16 21:16:51,Polymarket,democrat,Will Andy Beshear win the 2028 Democratic presidential nomination?,YES: 2.5% | NO: 97.5%,13185341.769505998,https://polymarket.com/market/will-andy-beshear-win-the-2028-democratic-presidential-nomination-832
2026-09-16 21:16:51,Polymarket,democrat,Will Jon Ossoff win the 2028 Democratic presidential nomination?,YES: 16.4% | NO: 83.6%,12926296.880706003,https://polymarket.com/market/will-jon-ossoff-win-the-2028-democratic-presidential-nomination-885
2026-09-16 21:16:51,Polymarket,democrat,Will Mark Cuban win the 2028 Democratic presidential nomination?,YES: 0.4% | NO: 99.6%,23058858.27286401,https://polymarket.com/market/will-mark-cuban-win-the-2028-democratic-presidential-nomination-329
2026-09-16 21:16:51,Polymarket,democrat,Will J.B. Pritzker win the 2028 Democratic presidential nomination?,YES: 1.1% | NO: 99.0%,15723187.219878992,https://polymarket.com/market/will-jb-pritzker-win-the-2028-democratic-presidential-nomination-288
2026-09-16 21:16:51,Polymarket,democrat,Will Raphael Warnock win the 2028 Democratic presidential nomination?,YES: 0.5% | NO: 99.5%,32196632.928714,https://polymarket.com/market/will-raphael-warnock-win-the-2028-democratic-presidential-nomination-914
2026-09-16 21:16:51,Polymarket,democrat,Will Cory Booker win the 2028 Democratic presidential nomination?,YES: 0.5% | NO: 99.5%,26302629.401701026,https://polymarket.com/market/will-corey-booker-win-the-2028-democratic-presidential-nomination-125
2026-09-16 21:16:51,Polymarket,democrat,Will Tim Walz win the 2028 Democratic presidential nomination?,YES: 0.1% | NO: 100.0%,43477092.97342802,https://polymarket.com/market/will-tim-walz-win-the-2028-democratic-presidential-nomination-475
2026-09-16 21:16:51,Polymarket,democrat,Will Michelle Obama win the 2028 Democratic presidential nomination?,YES: 0.2% | NO: 99.8%,26302178.649419025,https://polymarket.com/market/will-michelle-obama-win-the-2028-democratic-presidential-nomination-777
2026-09-16 21:16:51,Polymarket,democrat,Will Mark Kelly win the 2028 Democratic presidential nomination?,YES: 3.2% | NO: 96.8%,17585873.462681986,https://polymarket.com/market/will-mark-kelly-win-the-2028-democratic-presidential-nomination-479
2026-09-16 21:16:51,Polymarket,democrat,Will Rahm Emanuel win the 2028 Democratic presidential nomination?,YES: 2.4% | NO: 97.6%,14569537.490298,https://polymarket.com/market/will-rahm-emanuel-win-the-2028-democratic-presidential-nomination-299
2026-09-16 21:16:51,Polymarket,democrat,Will Gina Raimondo win the 2028 Democratic presidential nomination?,YES: 0.1% | NO: 99.9%,35771221.468999006,https://polymarket.com/market/will-gina-raimondo-win-the-2028-democratic-presidential-nomination-676
2026-09-16 21:16:51,Polymarket,democrat,Will Zohran Mamdani win the 2028 Democratic presidential nomination?,YES: 0.1% | NO: 99.9%,38942353.96921009,https://polymarket.com/market/will-zohran-mamdani-win-the-2028-democratic-presidential-nomination-445
2026-09-16 21:16:51,Polymarket,democrat,Will Roy Cooper win the 2028 Democratic presidential nomination?,YES: 0.1% | NO: 99.9%,31516555.63522602,https://polymarket.com/market/will-roy-cooper-win-the-2028-democratic-presidential-nomination-286
2026-09-16 21:16:51,Polymarket,democrat,Will John Fetterman win the 2028 Democratic presidential nomination?,YES: 0.1% | NO: 100.0%,25650540.144834008,https://polymarket.com/market/will-john-fetterman-win-the-2028-democratic-presidential-nomination-941
2026-09-16 21:16:51,Polymarket,democrat,Will Jared Polis win the 2028 Democratic presidential nomination?,YES: 0.1% | NO: 99.9%,27365052.260757998,https://polymarket.com/market/will-jared-polis-win-the-2028-democratic-presidential-nomination-837
2026-09-16 21:16:51,Polymarket,democrat,Will Barack Obama win the 2028 Democratic presidential nomination?,YES: 0.1% | NO: 99.9%,34063840.87986003,https://polymarket.com/market/will-barack-obama-win-the-2028-democratic-presidential-nomination-265
2026-09-16 21:16:51,Polymarket,democrat,Will Hillary Clinton win the 2028 Democratic presidential nomination?,YES: 0.1% | NO: 99.9%,43906638.01447004,https://polymarket.com/market/will-hillary-clinton-win-the-2028-democratic-presidential-nomination
2026-09-16 21:16:51,Polymarket,democrat,Will Liz Cheney win the 2028 Democratic presidential nomination?,YES: 0.1% | NO: 100.0%,38528242.34262202,https://polymarket.com/market/will-liz-cheney-win-the-2028-democratic-presidential-nomination-551
2026-09-16 21:16:51,Polymarket,democrat,Will Bernie Sanders win the 2028 Democratic presidential nomination?,YES: 0.4% | NO: 99.7%,52743011.43520306,https://polymarket.com/market/will-bernie-sanders-win-the-2028-democratic-presidential-nomination-879
2026-09-16 21:16:51,Polymarket,democrat,Will Phil Murphy win the 2028 Democratic presidential nomination?,YES: 0.1% | NO: 100.0%,42426361.39436499,https://polymarket.com/market/will-phil-murphy-win-the-2028-democratic-presidential-nomination-611
2026-09-16 21:16:51,Polymarket,democrat,Will LeBron James win the 2028 Democratic presidential nomination?,YES: 0.1% | NO: 100.0%,43981952.45742707,https://polymarket.com/market/will-lebron-james-win-the-2028-democratic-presidential-nomination
2026-09-16 21:16:51,Polymarket,democrat,Will George Clooney win the 2028 Democratic presidential nomination?,YES: 0.1% | NO: 100.0%,43450074.273375,https://polymarket.com/market/will-george-clooney-win-the-2028-democratic-presidential-nomination
2026-09-16 21:16:51,Polymarket,democrat,Will Chelsea Clinton win the 2028 Democratic presidential nomination?,YES: 0.5% | NO: 99.5%,50438400.632445015,https://polymarket.com/market/will-chelsea-clinton-win-the-2028-democratic-presidential-nomination
2026-09-16 21:16:51,Polymarket,democrat,Will Dwayne 'The Rock' Johnson win the 2028 Democratic presidential nomination?,YES: 1.1% | NO: 99.0%,12512581.599097,https://polymarket.com/market/will-dwayne-the-rock-johnson-win-the-2028-democratic-presidential-nomination
2026-09-16 21:16:51,Polymarket,democrat,Will Oprah Winfrey win the 2028 Democratic presidential nomination?,YES: 0.1% | NO: 100.0%,54418009.39432903,https://polymarket.com/market/will-oprah-winfrey-win-the-2028-democratic-presidential-nomination
2026-09-16 21:16:51,Polymarket,democrat,Will Andrew Yang win the 2028 Democratic presidential nomination?,YES: 0.1% | NO: 99.9%,48732513.784604035,https://polymarket.com/market/will-andrew-yang-win-the-2028-democratic-presidential-nomination
2026-09-16 21:16:51,Polymarket,democrat,Will Kim Kardashian win the 2028 Democratic presidential nomination?,YES: 0.1% | NO: 100.0%,42919391.308171,https://polymarket.com/market/will-kim-kardashian-win-the-2028-democratic-presidential-nomination
2026-09-16 21:16:51,Polymarket,democrat,Will Jasmine Crockett win the 2028 Democratic presidential nomination?,YES: 0.1% | NO: 99.9%,36467321.037114,https://polymarket.com/market/will-jasmine-crockett-win-the-2028-democratic-presidential-nomination
2026-09-16 21:16:51,Polymarket,democrat,Will Adam Schiff win the 2028 Democratic presidential nomination?,YES: 0.1% | NO: 100.0%,555635.926833,https://polymarket.com/market/will-adam-schiff-win-the-2028-democratic-presidential-nomination
